0,1
并且 由于 每个 全局变量 以会 话 为 范围 ， 所有 会话 都 拥有 自己 的 私有 值 进行 操作 和 使用 ， 而 其他 会话 无法访问 这些 私有 值 。,"and because each global variable has session scope , every session has its own private value that it can manipulate and use and no other session can access that value ."
并且 ， 由于 你 不会 拥有 一群 “ 粉丝 ” ， 这种 之前 作为 个人主页 一部分 的 炫耀 意味 的 元素 也 会 消失 。,"also , now that you don &apos;t have a list of &apos; fans &apos; quite a bit ostentatious elements that were previously part of having a page is gone ."
并且 ， 由于 薯条 这一 舶来品 并 不 在 当时 印度 的 关税 及 配额 清单 上 ， 冷藏 薯条 的 进口 流程 也 非常复杂 。,even importing frozen fries was complicated by the fact that such an exotic item did not appear on India &apos;s schedule of tariffs and quotas .
并且 ， 由于 它 是 在 细胞核 之外 存在 的 、 在结构上 被 称为 线粒体 的 少数 基因 之一 ， 因此 提取 它 是 件 很 容易 的 事 。,"and it is easily extracted , because it is one of ah and ful of genes found outside the cell nucleus , in structures called mitochondria ."
并且 由于 增加 的 工作量 是 规划 好 了 的 ， 所以 尽管 团队 整合 的 速度 飞快 ， 你 也 要 加强 团队 的 凝聚力 和 找到 团队 的 关注 重点 。,"and as increasing amounts of work are project @-@ based , you need to develop team cohesion and focus quickly despite rapid changes in the mix of the team ."
并且 友情 也 可以 提供 给 你 一个 安慰 别人 和 友谊 的 机会 ， 从而 使 你 感到 重要性 和 被 需要 。,"and friendships can make you feel important and needed by giving you a chance to offer someone else comfort and companionship , too ."
并且 有 17 % 在 皮肤 单刺 试验 中 对 至少 一种 过敏原 有 反应 。,and 17 per cent reacted to at least one of the allergens in the skin prick test .
并且 有关 部门 有 许多 关于 一些 团体 以 伊斯兰 正统 教义 作为 容忍 暴行 的 借口 的 令人担忧 的 记录 。,the authorities have a worrying record of tolerating thuggery by groups using Islamic orthodoxy as a pretext .
并且 有 光洁 的 细 麻衣 ， 赐给 她 穿 上 ； 这细 麻衣 就是 圣徒 的 义行 。,"and his bride has made herself ready . 8 Fine linen , bright and clean , was given her to wear ."
并且 有利 子 研究 可换 环上 相应 的 典型群 的 子群 结构 。,this result will be helpful for us to know the subgroup structure of corresponding classical groups over commutative rings .
并且 有时候 ， 当 别人 为 他 拍照 时 ， 他 便 害羞 地 舔着 嘴唇 ， 跟 我 原来 完全 一样 。,"he looks very like I once did , and sometimes , when he &apos;s being photographed , he sucks in his lip out of shyness , exactly as I used to do ."
并且 有 数据 的 确实 支持 的 ， 如果 你 确实 是 让 病毒 朝着 更加 温和 的 方向 进化 。,and the data really do support this : that you actually do get the virus evolving towards mildness .
"并且 有 一小部分 的 偏转 , 是 由于 正电荷 排斥 正电荷 。","and so , there is a little bit of deflection because plus repels plus ."
并且 于 必需 时 ， 可藉 减少 其 股本 额及 股份 数额 而 据此 修改 其 章程 大纲 。,"any may , if and so far as is necessary , alter its memorandum by reducing the amount of its share capital and of its shares accordingly ."
并且 与 此类 似的 一个 函数 可以 返回 取决于 （ 部分 地 或 完全 地 ） 外部 事件 的 连续 的 值 。,and a function similar to this could return successive values that depend ( partly or wholly ) on external events .
并且 与 凡士林 纱布 敷料 相比 ， 能够 提高 创面 的 愈合 效率 ， 减少 创面 的 愈合 时间 。,"moreover , compared with paraffin bandage dressing , it could improve wound healing efficiency and lower wound healing time ."
并且 ， 与 国际 范围 的 钢铁企业 并购 重组 的 趋势 接轨 。,and the trend of reorganization inclines to be in line with the iron and steel enterprise of international scope .
并且 与 预期 不同 的 是 ， 低 投票率 影响 的 不仅仅 是 右翼 。,"and contrary to expectations , the right was not the only victim of the low turnout ."
并且 愿 是 覆盖物 从 平底船 去除 的 诺亚 ， 水 后退 。,and may be the covering Noah removed from the ark as the waters were receding .
并且 允许 另 一位 民族主义者 弗拉基米尔 季林诺 夫斯基 ， 用 “ 为了 俄罗斯 人 ” 这个 标语 来 进行 政治宣传 。,"it has allowed Vladimir Zhirinovsky , another nationalist , to run on the slogan &quot; For the Russians &quot; ."
并且 在 e 保健 类 的 良好 成绩 ， 证明 丹麦 将 新 技术 应用 于 寻求 改善 其 医疗保健 系统 的 方法 中 。,"and with its perfect score in thee @-@ Health category , Denmark proves that it is embracing new technology in its quest to improve its system ."
并且 在 F 含量 为 0.7 % 的 时候 ， 有 大量 的 枪 晶石 析出 。,"and at Fcontent of 0 . 7 % , a large number of guns spar separate out ."
并且 ， 在 阿富汗 的 厨房 传统 中 对于 肉饭 里 肉类 的 更换 是 很 宽容 的 ， 你 可以 把 羊肉 换成 其它 任何 一种 肉 ， 猪肉 除外 。,"also , the Afghan culinary tradition is very tolerant in replacing meat in pilaf . you can change lamb in the meal with every kind of meat , except pork ."
并且 在 必要 的 时候 能 使 你 有 重新 措辞 的 机会 ， 并 将 一些 积极 的 因素 加入 到 问题 中 。,it also allows you to rephrase if necessary and put a positive spin on the request .
并且 在 长期 为 客户 提供 专业 咨询服务 的 过程 中 积累 了 丰富 的 实务 经验 。,"with persistent process of providing the specialized advisory service for the clients , Ms Wang also accumulates the profuse practice experience ."
并且 在 持久 化 对象 时 ， 如果 它们 在 相同 的 实体 群中 ， 那么 它们 只能 被 持久 化到 相同 的 原子 事务 中 。,"and when you persist objects , they can only be persisted in the same atomic transaction if they are in the same entity group ."
并且 ， 在 出土 的 “ 右 某家 ” 及 “ 凡口 ” 云云 吴 简中 ， 其下 几乎 都 有 “ 訾 ” 多少 的 记载 。,"and , in the excavated &quot; the right of a home &quot; and &quot; Where the mouth &quot; and so Miss Jane , its almost all under the &quot; Zi &quot; how much the record ."
并且 在 出席 的 人员 中 有着 这么 大 的 富豪 公司 ， 那个 晚上 的 主题 “ 从 摩纳哥 到 宝莱坞 ” 被 证明 是 个 很 有创造力 的 选择 。,"and with such jet -set company in attendance , the theme of the evening - &apos; From Monaco to Bollywood &apos; - proved an inspired choice ."
并且 在 出现 无线 局域网 安全事件 时 ， 做到 了 大幅 降低 网络故障 范围 和 影响 程度 ， 缩短 了 网络 恢复 时间 。,can dramatically reduce network fault range and influence and shorten network recovery time when wireless LAN security accidents occur .
并且 在 此 框架 内 经济 运作 一向 很 好 。,and it has given a framework in which the economy has performed excellently .
并且 在 催眠 状态 中是 最 放松 的 ！,and you cannot be more relaxed than by being in a hypnotic state !
并且 在 大多数 人 眼里 ， 米歇尔 在 最近 举行 的 共和党 总统 候选人 答辩 中拔 得 头筹 。,she was thought by most to have won the most recent debate among Republican presidential candidates . she is also a strong fund @-@ raiser .
并且 ， 在 底部 雕刻 图案 的 上面 留有 足够 的 间隔 以备 装门时 清理 焊缝 需要 。,"also , Make sure to allow a little bit longer on the bottom of the carving design in case it require some trimming when fitting doors ."
并且 在 对 两国 样本 的 变项 关系 分析 ， 发现 一个多 样本 模式 的 因果关系 。,a multi @-@ sample model of causal relationships among the variables was also found for the two countries .
并且 在 附近 的 中药店 找出 代售 的 亚洲 狮 产品 （ 有些 可能 是 经过 伪装 的 ） 。,also please visit your nearby Chinese medicine shop to find out FOR SALE Asiatic Lion ( or may be under tiger camouflage ! ) products .
并且 ， 在 高于 输入 液管口 的 滴帽 中空 部嵌 装加药 胶塞 。,the hollow part of the dripping hat being higher than the pipe opening of the input liquor is embedded with a medicine charging rubber plug .
并且 在 记者 AsraNomani 和 学者 AminaWadud 的 领导 下 ， 跨 性别 的 祈祷 仪式 在 西弗吉尼亚 举行 。,"and under the leadership of the journalist Asra Nomani and scholar Amina Wadud , mixed @-@ gender prayers have taken place in West Virginia ."
并且 ， 在 精神病学 和 心理学 领域 ， 我们 甚至 对 天才 的 了解 已经 开了个 一头 。,"and , from psychiatry and psychology , we may even have made a start on the understanding of genius ."
并且 在 开始 时 他们 会 说 ， “ 是 的 ， 你 的 胆固醇 会高 一点点 ， 你 可能 要 增加 10 磅 ， 但 仅仅 就是 这些 了 。 ”,"and in the beginning they were like , &apos; Yeah , your cholesterol may go up a little bit , you may gain 10 pounds , but that &apos;s it ."
并且 在 例 4 中 ， 我用 A 小调 音阶 在 下降 的 八度 中用 了 相同 的 三个 音 。,"and in FIGURE 4 , I alternate the same three @-@ note phrase an octave higher with a descending A harmonic minor scale ."
并且 在 美国 ， 挤奶 前 奶头 要用 碘 或者 其它 化学 消毒剂 消毒 。,"and , in the United States , teats must be disinfected with iodine or other chemical disinfected disinfectant before milking ."
并且 在 面对 人流 手术 的 选择 时 ， 一定 要 谨慎 ， 不要 为了 贪图 一时 的 便宜 而 给 自己 的 身体 带来 不必要 的 伤害 。,"and in the face of people surgery when the choice , to be careful , don &apos;t to covet a cheap and give your body unnecessary damage ."
并且 在 那 沉沦 的 人 身上 ， 行 各样 出于 不义 的 诡诈 。 因 他们 不 领受 爱 真理 的 心 ， 使 他们 得救 。,and in every sort of evil that deceives those who are perishing . they perish because they refused to love the truth and so be saved .
并且 ， 在 内心深处 ， 他 当时 还 觉得 ， 免除 失望 和 怀疑 在于 他 自己 。,and at the very bottom of his heart Pierre had been aware then that salvation from that despair and from these doubts lay in his own hands .
并且 在 你 试图 要 听 明白 别人 说 的话 时 大有裨益 。,"and is helpful when trying to understand people , when trying to blend in , it is absolutely indispensable ."
并且 ， 在 鸟类 的 羽毛 的 深浅 和 睾丸 的 深浅 之间 没有 联系 。,there was no link seen between darkness of plumage and darkness of testicles .
并且 ， 在 平流层 温度 更 低 的 冬季 与 春季 ， 最大 减少 量 可以 达到 30 % 。,"the greatest declines , up to 30 % , are in the winter and spring , when the stratosphere is colder ."
并且 在 清晰 的 角色 认识 的 基础 上 ， 增强 自我 效能 感 和 心理 承受能力 。,"withal , they should enhance self @-@ efficacy and mental endurance capabilities with a clear knowledge of their own roles ."
并且 在 去年 秋天 ， 美国 国家 医疗 照顾 制 和 公共 医疗 补助 制 服务 缩紧 了 关于 ESAs 的 老年 癌症 患者 的 赔偿 政策 。,"and last fall , the U. S. Centers for Medicare and Medicaid Services tightened its reimbursement policy for elderly cancer patients on ESAs ."
并且 ， 在 全球化 的 今天 ， 没有 国家 比 中国 能够 更好 地 吸收 其他 国家 的 创新 并且 超越 他们 。,"and in an age of globalization , no country has been better able than China to swallow the innovations of others and leap ahead of them ."
"并且 ， 在 任 一个 浇满 了 熔银 的 坩埚 中 ， 银 原子 中 的 电子 一半 是 向上 转 , 另一半 是 向下 转 。","and , in any arbitrary crucible full of molten silver , half of them are going to be spin @-@ up and half of them are going to be spin @-@ down ."
并且 ， 在 日本 的 家庭 中 ， 每个 人 一般 都 有 自己 专用 的 饭碗 、 筷子 和 茶碗 。,"each member of the family generally has his or her own personal rice bowl , chopsticks and teacup ."
并且 在 上周 ， Teva ， 这家 学名 药 先驱 也 成 了 欧洲 调查者 的 突击检查 对象 之一 。,"and during last week &apos;s raid by European investigators , one of the firms targeted was Teva , a generics pioneer ."
并且 在 设计 中 尽量 达到 清洁 空气 、 美化环境 、 调节 身心 的 目的 。,"and in the design as much as possible to achieve clean air , beautify the environment , regulating the physical and psychological purposes ."
并且 ， 在 随后 的 2 年 随访 中 ， 那些 低钠血症 患者 接近 2 倍 的 住院 率 。,"moreover , during 2 years of follow @-@ up , those with hyponatremia were approximately twice as likely to be hospitalized ."
并且 在 所有 情节 的 峰回路转 中 ， 赭石色 的 巴塞罗那 都 起到 了 至关重要 的 作用 （ 贾 维尔 阿吉雷 萨罗贝 摄影 ） 。,"and , through all the twists and turns , the ochre beauty of Barcelona ( as photographed by Javier Aguirresarobe ) plays a major role ."
并且 在 所有 人类 豢养 在 家中 的 动物 之中 ， 猫咪 还 拥有 着 一个 与众不同 的 特点 ： 据 我们 所知 ， 是 它们 主动 选择 了 我们 。,"and among all domestic animals cats boast a unique distinction : to the best of our knowledge , it was them who chose us ."
并且 在 她 的 反应 以后 ， 当 我 “ 品尝 ” 她 的 时候 ， 我 感觉 象 一个 性 超级 明星 ， ；,"and after her reaction when I ate her I felt like a sexual superstar , and commensurately horny ;"
并且 ， 在 同一 时刻 ， 我们 的 英雄 奇迹般地 出现 ， 拯救 困境 中 的 他 的 少女 。,"and , at the same time , our hero miraculously appeared to save his damsel in distress ."
并且 在 外人 中 也 必须 有 好 声望 ， 怕 他 遭人 诽谤 ， 落入 魔鬼 的 罗网 。,"moreover he must enjoy a good reputation among the outsiders , lest people speak evil about him and he fall into the snare of the devil ."
并且 ， 在 我 发表 自己 的 见解 的 时候 ， 也 没人 来说 我 是 个 过于 顺从 的 门徒 ， 或者 只会 附和 权威 的 言论 。,"and , when I published my own ideas , I h * e never been accused of being a servile disciple , or of swearing in verba magistri ."
并且 ， 在我看来 ， 8 号 议案 的 支持者 们 就是 在 讨论 这点 。,"and that &apos;s , it seems to me , what supporters of Proposition 8 are saying here ."
并且 在 系统 抗干扰性 、 操作界面 的 灵活性 等 方面 都 进行 了 设计 。,the anti @-@ interfere and flexibility of men machine interface are considered in the system design .
并且 在 现有 设计 电路 的 基础 上 ， 对 电路 进行 简化 ， 使得 电路 产生 的 频率 更加 符合 原子钟 系统 的 需要 。,the effort have been made to continue to streamline and improve the circuit to meet the requirement of the atomic clock system .
并且 在 写作 课上 我 总是 打磕睡 。,and I can always successfully doze off when I am in writing lecture .
并且 在 欣嫩子 谷 烧香 ， 用火 焚烧 他 的 儿女 ， 行 耶和华 在 以色列 人 面前 所 驱逐 的 外邦 人 那 可憎 的 事 。,"he burned sacrifices in the Valley of Ben Hinnom and sacrificed his sons in the fire , following the detestable ways of the nations the Lord had driven out before the Israelites ."
并且 ， 在 一般 情况 下 ， 国家 不 一定 非 要 通过 征地 方式 使用 农民 土地 ， 完全 可以 通过 土地 股份合作制 方式 开发 和 使用 农民 土地 。,"also , at usual times , the government may as well develop and use the farmers land in the form of land joint @-@ stock cog. operative system ."
并且 在 一个 机体 适应 型 更弱 的 阿尔茨海默 病患者 的 脑萎缩 是 正常 老年人 的 四倍 。,and individuals with Alzheimer &apos;s who were less physically fit had quadruple the amount of brain shrinkage compared to normal older adults .
并且 在 一个 有着 斗争 冲突 的 生活 领域 ， 你 将 会 找到 一个 普遍 的 可以 被 有利 发现 的 领域 。,"and in an area of life where there has been conflict , you &apos;ll find common territory that can be profitably explored ."
并且 在 一些 自燃 案例 中 ， 并非 整个 身体 都 烧 了 个 透 ， 我们 所 期待 的 那些 烂俗 火灾 剧本 中 的 遍身 烧痕 也 并 没 出现 。,"and in some cases , not the entire body is burned and we &apos;d expect to see burn marks all over the body in a traditional house fire scenario ."
并且 在 意大利 格朗萨索 的 一个 山洞 中 （ 亚平宁 山脉 的 最高 区域 ） 进行 的 一项 实验 ， 正在 关注 另 一种 震荡 — — 缪子 中微子 和 陶子 中微子 之间 的 震荡 。,"and in a cavern in Gran Sasso in Italy , the highest part of the Apennines , an experiment is looking at another oscillation , that between muon- and tau @-@ neutrinos ."
并且 ， 在 预算 收缩 的 时期 ， 必须 掩盖 联合 中心 与 联邦 执法 部门 之间 争夺 资金 的 斗争 。,"and , in a time of shrinking budgets , turf battles between the fusion centers and federal law enforcement are a certainty ."
并且 ， 在 展室 出口处 的 墙上 ， 安吉拉 ? 卡特 的 名言 ” 我们 生活 在 哥特式 时代 ” 也 赫然在目 。,"and at the exit , Angela Carter &apos;s words , &quot; We live in gothic times , &quot; are emblazoned on the wall ."
并且 在 这 扩展 延伸 的 连接 感觉 当中 强度 会 发生 改变 ， 而且 是 迅速 的 改变 ， 这会 真实 的 开始 并且 发生 。,"and it is from this extended sense of connection that the magnitude of changes , the rapidity of changes , can truly begin to take place ."
并且 在 这些 短翅片 之间 焊接 多条 钢筋 ， 以 增加 短翅片 的 整体性 和 稳固 性 。,and a plurality of reinforcing steel bars are welded between the short fins to enhance the integrity and stability of the fins .
并且 在 这些 温度 下 以上 两种 钢在 氧化 过程 中 没有 出现 氧化 层 剥落 的 情况 。,and in these temperatures the oxidation of the two kinds of steel did not peel off the layer .
并且 在 之后 的 22 年里 ， 他 都 是 自己 继母 的 军队 首领 。,and for twenty @-@ two years thereafter he served as the head of his stepmother &apos;s armies .
并且 在 制卡 和 会员卡 制息 后 ， 丝网 可以 取 下 、 不 收拢 和 从 脚装 上 搁置 。,"and the business card printing and membership card making , insertreleased , silk screen you can roll it up and reload ."
并且 在 中关村 设立 电子 柜台 作为 展示 ， 在 海淀 和 朝阳 设有 仓库 为 配送 提供方便 。,"Zhongguancun and the establishment of electronic counter as a display in Chaoyang , Haidian and a warehouse for distribution to facilitate ."
并且 ， 朝东 的 小 书房 的 一个 呈 手枪 形 的 进门处 ， 也 无形中 占据 了 不少 公共 空间 。,"and , assume the office taking the door of handgun form toward a of the small study east , also virtually occupied many communal spaces ."
并且 找到 一位 至关重要 的 证人 来 为 她 的 人格 做 担保 — — 大 罗素 街 的 商人 克拉克 森 先生 。,"he was also able to produce a crucial witness to her character , Mr Clarkson , a tradesman in Great Russell Street ;"
并且 找到 一位 至关重要 的 证人 来 为 她 的 人格 做 担保 — — 大 罗素 街 的 商人 克拉克 森 先生 。 伊莉莎 曾 在 他家 干 过活 ， 他 也 愿意 尽 最大 的 努力 帮 她 。,"he was also able to produce a crucial witness to her character , Mr Clarkson , a tradesman in Great Russell Street ; she had previously worked for his family , and he was willing to do his best for her ."
并且 ， 「 照明 产生 的 影响 在于 其 同等 地 照亮 舞台 与 观众席 。 」,and &quot; Illumination made its contribution by lighting up the stage and the auditorium equally . &quot;
并且 这 百姓 的 尸首 、 必给 空中 的 飞鸟 、 和 地上 的 野兽 作 食物 、 并 无人 哄 赶 。,"and the carcasses of this people shall be meat for the fowls of the heaven , and for the beasts of the earth ; and none shall fray them away ."
并且 这 不 只是 意大利 的 事实 ， 也 是 欧洲 的 事实 ， 十六世纪 的 事实 。,"and he is not only the Italian fact ; he is the European fact , the fact of the sixteenth century ."
并且 ， 这份 平易 近意 查询 拜访 问卷 同样 短少 每个 文化 遗产地 详细 细节 ， 及 对 构成 一个 观念 应 采用 什么样 地 规范 缺乏 阐明 。,"the poll also lacked specific details of each of the sites , as well as instructions on what criteria were to be used in forming an opinion ."
并且 这个 工艺 装备 必须 在 高温 、 灰尘 、 芯片 和 蓄冷剂 存在 的 不利 环境 下 起 有效 的 作用 。,"and this tooling must function effectively in a hostile environment of high temperatures , dirt , chips and coolant ."
并且 ， 这个 酒柜 表面 的 波纹 赋予 其 浑然 不同于 一般 酒柜 的 概念 感 与 趣味 。,"wine Cabinet &apos;s outer ripple @-@ like surface spice up the very concept of wine cabinet , further ."
并且 这个 设备 的 大小 、 重量 和 能力 缺陷 限制 着 iPad 无法 替代 智能手机 。,"and yet this device &apos;s size , weight and inability to make phone calls preclude it from replacing a smartphone ."
并且 ， 这个 线性 近似 告诉 我们 ， 我们 可以 把 方程 ， 当做 关于 x 和 y 的 线性方程 。,"and , linear approximation tells us , oh , we can do as if our function is just a linear function of x and y ."
并且 ， 这 仅仅 是 科学 干涉 上帝 事务 呈 增长 趋势 的 最新 表现 。,and it is merely the latest manifestation of a growing tendency for science to poke its nose into the God business .
并且 这 可能 是 唯一 可行 的 使 古建筑 达到 可 接受 风险 水平 的 方法 。,it may also be the only viable means of achieving an acceptable level of fire safety in heritage buildings .
并且 这 肯定 也 会 适用 于 其他 企图 建立 类似 的 关键性 、 长期性 数码 寡头 的 公司 。,and this will certainly apply to any other firm that manages to build a similarly crucial and long @-@ lasting digital monopoly .
并且 这是 非常 有 可能 的 ， 那 就是 ： 你们 真的 具备 着 与 身俱来 的 权利 ， 来 去 改变 你们 的 时间 线 ， 和 你们 的 生活 的 可能性 。,"and it is quite possible , indeed it is your birthright , to alter your timeline and the potentials of your life ."
并且 这 是 个 灾祸 ， 你 要求 的 让 你 看到 我 屁屁 这么 多 的 对于 你 如此 大 的 一个 灾祸,and it &apos;s a disaster such a catastrophe for you to see so damn much of my ass you ask for me ?
并且 ， 这是 权利 带给 他 的 地位 。 他 的 地位 曾经 高过 主教 ， 甚至于 高过 王室 成员 。,"people of the town , and it was his place by right . he had to precede the bishop , and even the princes of ."
并且 ， 这些 HIV 阳性 的 孕妇 得 如同 惊弓之鸟 ， 行踪 隐秘 ， 不愿 被 外界 知晓 。,"in addition , these HIV @-@ positive pregnant women were as scary and whereabouts secret , do not want to be known to the outside world ."
并且 这些 地方 通常 能够 遇见 其他 父母 — — 旅行者 或者 当地人 — — 他们 能 进一步 丰富 你 对 所 参观 的 地方 的 体验 。,and these are often the places to meet other parents - travellers or locals - who can further enrich your experience of the place you are visiting .
并且 这些 羔羊 必须 被 监督 ， 以 防止 他们 修剪 过多 。,and the lambs must be supervised so they do not prune too much .
并且 ， 这些 格式 的 信息 都 能 看成 RDF 陈述 ， 这 使得 RDF 能 用于 集成 来自 多个 数据源 的 数据 。,"and information in these formats can be treated as RDF statements , allowing RDF to be used to integrate data from many sources ."
并且 这些 人 在 他们 未 被 训练 的 其他 执行 控制 任务 方面 也 得到 了 提高 。,but these folks also improved on other executive control tasks that they had not practiced .
并且 这些 体系 所 使用 散列 算法 在 实质 上 都 是 串行 的 ， 因而 待 加密 数据 越长 ， 加密 运算 时光 越长 。,"those hash algorithms are essentially serialized , so the longer the length of the source file is , the longer the hash operation takes ."
并且 ， 这些 问题 往往 能 获得 那些 通常 不太 愿意 发言 的 学生 的 回馈 。,"moreover , the questions often elicit responses from students that might otherwise be reluctant to speak up ."
并且 这些 相关 的 智能 水平 是否 在 我们 成长 过程 中 也 保持 着 同样 的 差异 还是 根据 双亲 家里 的 殷实 程度 而 有所 变化 呢 ？,and do these relative levels of mental ability remain the same as we grow up or do they vary according to the affluence of parental homes ?
并且 这 也 给出 了 当代 女权运动 为什么 如此 轻浮 的 另 一个 原因 。,and that brings up another reason why the flightiness of contemporary feminism is a problem .
并且 这 也 是 为什么 我 将 听从 于 你 ， 和 你 一起 工作 ， 一起 推行 改革 。,and that &apos;s why I will listen to you andwork with you to pursue reform that works for you .
并且 这 也 是 我们 在 考虑 日本 的 灾难 所 造成 的 经济 影响 时 最 应该 担心 的 问题 。,and this is what should worry us most when we consider the economic impact of the Japanese disaster .
并且 ， 这 一年 ， 作为 美国 环境保护局 成立 和 世界 地球日 确立 40 周年 ， 我们 这颗 星球 也 拥有 了 全新 类型 的 生命 ： 人工合成 遗传基因 的 微生物 。,"and , in the same year as the 40th anniversary of the Environmental Protection Agency and Earth Day , the planet also got a whole new style of life - man @-@ made genetic code for microbes ."
并且 这张 画像 的 第一 版本 是 一件 礼物 为 支持 美国 独立 英国 的 议会 的 成员 。,and the first version of this portrait was a gift for a member of the British Parliament who supported American independence .
并且 这种 差距 在 逐年 加剧 ， 因此 ， 印度 肯定 不能 完成 他 的 第一个 千年 发展 计划 — — 在 2015 年前 ， 将 营养不良 人数 减半 。,and the disparities are growing . India seems certain to miss one of its key Millennium Development Goals : halving malnutrition by 2015 .
并且 这种 带 花纹 的 物质 小 块 ， 仿佛 某种程度 上 分布 的 位置 类似 。,"and the tessellated bits of this substance are , as it were , similar in regard to position to a scale ."
并且 这种 定论 在 疾病 的 种类 内 真的 包括 了 所有 的 犯罪行为 除了 可以 原谅 的 行为 。,"and this version does succeed in bringing all the remaining instances of criminality , not otherwise excusable , within the category of sickness ."
并且 这种 莫须有 的 渎 神 罪名 既 不能 在 控告 中 明示 又 不能 在 法庭 中 重申 ， 因为 这样 做 本身 也 是 渎 神 行为 。,"the alleged blasphemy may neither be stated in the charges nor repeated in court , since that would in itself be an act of blasphemy ."
并且 这种 需求 永远 无法 满足 ， 因为 没有 人 — — 不管 这个 人多 甜美 、 英俊 、 美丽 、 温柔 、 奢华 、 周到 — — 都 不能 想 你 的 自我 想要 的 那样 爱 你 。,"and this need will never be satisfied , for nobody - no matter how sweet , handsome , beautiful , gentle , extravagant , and attentive - can ever love your ego the way it wants to be loved ."
并且 这种 严谨 的 制度 也 将 会 妨碍 一些 依靠 识别 不同 类型 传输数据 的 新型 服务 的 发展 。,strict rules could also hinder the development of new services that depend on being able to distinguish between different types of traffic .
并且 这种 优劣势 在 质 与 量 上 的 变动 与 子女 性别 无 联系 ， 仅 由 子女 总数 决定 。,"besides , this type of advantage is completely influenced by the number of children and has no relationship with children &apos;s gender ."
并且 这种 与 聪明 皇帝 的 灵魂 神秘 地 交流 所 得到 的 洞察力 也 帮助 增加 他 的 五个 公司 的 收益 。,but the insight gained from mystic communication with spirits of wise kings has also helped boost the profits of his five companies .
并且 这周 你 可以 煽动 起 一个 变动 ， 这个 变动 会 将 你 从 一个 周而复始 的 圈子 中 解放出来 。,"and you can also instigate a change , this week , which frees you from a repetitive cycle ."
并且 整个 移动 系统 应当 扩张性 地 前进 来 获得 更 多 商机 。,"the overall mobile system should &quot; move very aggressively to acquire more of those commercial transactions , &quot; Rosenberg said ."
并且 ， 正如 大家 可 从 照片 中 看到 的 ， 这种 风格 的 球场 有着 超出 想象 的 美丽 景致 。,"and , as you can see by the photos , this style of golf course provides some of the most stunning views imaginable ."
并且 ， 正如 今天 的 美国 人 一样 ， 当时 的 罗马 人 认为 他们 的 民事 系统 是 天才 和 完全 例外 的 成果 。,"and like Americans of our day , Romans of the Republic considered their civic system to be a work of genius and utterly exceptional ."
并且 证明 了 拉格朗 日 对偶 界 与 通过 凸 松弛 得到 的 下界 是 相等 的 ；,we prove that the Lagrangian dual bound is identical to the lower bound obtained by convex relaxation .
并且 知道 除非 被 世界 包裹 不能 恐惧 所有 的 事物 的 必要性 ， 他 给 人 一个 居住 的 身体 。,"and , knowing that the essential could not apprehend all things unless enveloped by the world , He gave to man a body for a dwelling @-@ place ."
并且 知道 你 是 从小 明白 圣经 。 这 圣经 能 使 你 因信 基督 耶稣 有 得救 的 智慧 。,"and how from infancy you have known the holy Scriptures , which are able to make you wise for salvation through faith in Christ Jesus ."
并且 ， 值得注意 的 是 ， 随着 时间 的 推移 共和党 的 反对 却 变得 越来越 强硬 ， 尽管 失业者 的 处境 已经 达到 恶化 的 程度 。,"and it &apos;s worth noting just how much that opposition has hardened over time , even as the plight of the unemployed has worsened ."
并且 直到 近期 ， 对 我 来说 似乎 很 明显 的 是 缸 中之脑 有 严重错误 的 信念 。,"and until recently , it has seemed quite obvious to me that brains in vats would have massively false beliefs ."
并且 只能 用 很少 的 含氟 牙膏 ， 一个 绿豆 大小 的 比较 适合 。,"and only a small amount of thefluoridded fluoridated toothpaste , the signs size of a green P pea , should be used ."
并且 只有 当 观察 与 数学 解释 相吻合 的 时候 我 才 能够 对 我 的 工作 满意 。,and only when the observation coincides with the mathematical explanation of the time I was able to my job satisfaction .
并且 ， 只有 当 中国 达到 美国 的 生产力 ， 这 两个 国家 的 价格 结构 才 趋于 一致 。,and only when the productivity of China reaches that of the United States will the two countries &apos; price structures converge .
并且 只有 这样 ， 超市 才能 把 自有 品牌策略 与 制造商 品牌策略 更好 的 结合 起来 。,"and only then like this , the supermarket can the innate brand strategy and a manufacturer brand strategy better union ."
并且 指出 低 区域性 社会保障 水平 与 IHD 发生 和 死亡率 升高 有 密切关系 。,"furthermore , they revealed that low neighbourhood @-@ based social support was associated with an increased IHD incidence and mortality ."
并且 指出 ， 该 阵风 系数 随 高度 呈 负 指数 规律 变化 。,it is shown that the variation of gusty cueffieient with height can be fitted by negative exponential law .
并且 ， 至少 在 老鼠 身上 ， 这个 方法 比 其他 使用 纳米 载体 颗粒 的 治疗 方法 能 更 有效 的 减小 肿瘤 大小 。,"moreover , in mice at least , this approach shrinks cancers more effectively than other nanoparticle @-@ based treatments ."
并且 ， 中国 的 自信 ， 特别 是 在 领土 争端 中 ， 正 随着 力量 的 增长 膨胀 。,"and its assertiveness , particularly in maritime territorial disputes , has grown with its might ."
并且 中国 也 会 使用 报复性 关税 ， 伤害 美国 对 中 出口 ， 美国 近期 对 中国 出口额 增速 比 对 其他 任何 地方 都 要 快 。,"and China would retaliate with tariffs of its own , hurting our exports to the country , which have recently been growing faster than those to anywhere else ."
